OBJECTID,Island (Code),Date,Observer Initials,Header/Observer Memo,Time (of initial observation),Beach/Location Name (from standardized list),Location Description / Comment,Size,Sex,Beach Position,Body Condition,Seal ID (permanent #),Bleach / Temp #,TAG #,P (Tag Location),Tag Color,% Molt,Disturbance (by observer),Notes,Photos?,created_user,created_date,last_edited_user,last_edited_date,Latitude,Longitude,Mom/Pup Nursing Pair?,GlobalID,x,y
204,15,6/16/2021 19:05,GPS,Glauco Antonio Puig-Santana,6/16/2021 19:05,PAPALOA,Mid Papaloa,P,U,0,M,RP36,MP9,,,,,0,Sleeping in shallow pool,Y,gpuig_santana@nps.gov_nps,6/16/2021 19:06,gpuig_santana@nps.gov_nps,4/26/2022 18:03,,,Y,fa5e050b-13c5-4b03-8140-75591712f4f4,-156.9826243,21.19795833
205,15,6/16/2021 19:12,GPS,Glauco Antonio Puig-Santana,6/16/2021 19:12,PAPALOA,North Papaloa ,A,F,1,M,RK48,,K48,L,R,,0,Sleeping in rocky outcrop ,Y,gpuig_santana@nps.gov_nps,6/16/2021 19:13,gpuig_santana@nps.gov_nps,6/16/2021 19:13,,,Y,264f3a35-ec7a-4af7-a080-17c05719e43c,-156.9818646,21.19871606
206,15,6/16/2021 19:13,GPS,Glauco Antonio Puig-Santana,6/16/2021 19:13,PAPALOA,North Papaloa ,P,U,1,M,RP26,MP10,,,,,0,Sleeping in rocky outcrop ,Y,gpuig_santana@nps.gov_nps,6/16/2021 19:14,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,Y,aea70bce-a439-401b-b621-158797de0789,-156.9818646,21.19871606
207,15,6/16/2021 19:14,GPS,Glauco Antonio Puig-Santana,6/16/2021 19:14,PAPALOA,North Papaloa ,A,F,1,M,RI25,,,,,,0,Sleeping in rocky outcrop ,Y,gpuig_santana@nps.gov_nps,6/16/2021 19:15,gpuig_santana@nps.gov_nps,6/16/2021 19:15,,,Y,bb3f2f09-8792-4e4e-b36a-c948cf33d423,-156.9818136,21.19903568
208,15,6/16/2021 19:15,GPS,Glauco Antonio Puig-Santana,6/16/2021 19:16,PAPALOA,North Papaloa ,P,M,1,M,RP70,MP2,,,,,0,Sleeping in rocky outcrop ,Y,gpuig_santana@nps.gov_nps,6/16/2021 19:16,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,Y,bc7cb048-b404-40f6-bb29-8b1fab12045d,-156.9818136,21.19903568
209,15,6/21/2021 18:26,GPS,Glauco Antonio Puig-Santana,6/21/2021 18:26,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On southwest end of rocky cove near waters edge. ,W ,M,1,M,,MP1,None,,,,0,Sleeping along waters edge ,Y,gpuig_santana@nps.gov_nps,6/21/2021 18:28,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,08220b31-2a3e-4f4a-804d-223e8934784c,-156.9851012,21.19133015
210,15,6/21/2021 18:36,GPS,Glauco Antonio Puig-Santana,6/21/2021 18:36,PAPALOA,South Papaloa,W ,M,1,F,RP88,MP3,,,,,0,Sleeping along waters edge. First time I severed without RK62. Bleach tag of “3” still present. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 18:37,gpuig_santana@nps.gov_nps,4/26/2022 18:16,,,N,333602c4-edd5-4748-a3f4-a99964b8743b,-156.983715,21.19251562
211,15,6/21/2021 18:44,GPS,Glauco Antonio Puig-Santana,6/21/2021 18:44,PAPALOA,South Papaloa,A,F,0,F,RN18,,,,R,,0,Mother is turning around along surf break as the pup attempts to nurse. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 18:45,gpuig_santana@nps.gov_nps,6/21/2021 18:45,,,Y,b52bc3a7-345e-48c7-a9b9-1b8aec60cd7b,-156.9835489,21.19362482
212,15,6/21/2021 18:45,GPS,Glauco Antonio Puig-Santana,6/21/2021 18:46,PAPALOA,South Papaloa,P,U,0,M,RP92,MP11,,,,,0,Mother is turning around along surf break as the pup attempts to nurse. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 18:46,gpuig_santana@nps.gov_nps,4/26/2022 18:19,,,Y,441009b2-58f9-44e4-952e-4ac98aed4a50,-156.9835489,21.19362482
213,15,6/21/2021 18:59,GPS,Glauco Antonio Puig-Santana,6/21/2021 18:59,PAPALOA,Mid Papaloa ,A,F,1,M,RN12,,N13,L,R,,0,Sleeping high on the beach. Pup later on moved to the water line and mother is following.,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:01,gpuig_santana@nps.gov_nps,6/21/2021 19:01,,,Y,d1047d52-b7de-45e2-9c9a-ba48423c7512,-156.9828519,21.19640095
214,15,6/21/2021 19:03,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:03,PAPALOA,Mid Papaloa ,P,F,1,F,RP60,MP5,,,,,0,Sleeping high on the beach. Pup later on moved to the water line and mother is following.,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:04,gpuig_santana@nps.gov_nps,4/26/2022 18:14,,,Y,6d1255cc-dcc8-46e0-8f6f-782d14d7435f,-156.9828519,21.19640095
215,15,6/21/2021 19:12,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:12,PAPALOA,Mid Papaloa ,A,M,0,M,R320,,,,,,0,Swimming along shore heading south. Stopping and approaching all mom and pup pairs. Possible incorrect ID confirm with Tracy. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:14,gpuig_santana@nps.gov_nps,6/21/2021 19:14,,,N,6fdbf915-c05f-4d0f-b668-a6be9ffff373,-156.9830391,21.19677524
216,15,6/21/2021 19:14,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:14,PAPALOA,Mid Papaloa ,A,F,1,M,RA32,,,,,,0,Nursing pup and mom pair. No tag on left flipper. Right tag present on “A” is visible. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:16,gpuig_santana@nps.gov_nps,6/28/2021 19:53,,,Y,61e1c15d-45a3-4c51-9a77-2c28a2205c28,-156.9829694,21.19686275
217,15,6/21/2021 19:16,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:16,PAPALOA,Mid Papaloa ,P,U,1,M,RP84,MP12,,,,,0,Nursing pup and mom pair. No tag on left flipper. Right tag present on “A” is visible. Need to confirm tag and first time they are observed. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:17,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,Y,59a681d4-1060-4cbd-ab19-38e5fb7ef5df,-156.9829694,21.19686275
218,15,6/21/2021 19:34,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:34,PAPALOA,Mid Papaloa ,A,M,1,M,,,,,,,0,Sleeping on Rocky shore until R320 came by and then he started chasing after him. This seal started to swim north and harass other seals along the way. No tags observed and no natural bleach marks observed on left side. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:36,gpuig_santana@nps.gov_nps,6/21/2021 19:36,,,N,b3277fa8-b735-49cf-a446-87e433ca6c71,-156.9827388,21.19804723
219,15,6/21/2021 19:37,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:37,PAPALOA,Mid Papaloa ,A,F,0,M,,,,,,,0,Unable to confirm ID. Seems to be T22 and MP9. On left side there seems to be something distal from the shoulder see photos. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:39,gpuig_santana@nps.gov_nps,6/21/2021 20:48,,,Y,db60f8ef-9885-41ce-b37a-74b0ac4f0cb8,-156.9826106,21.19798973
220,15,6/21/2021 19:39,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:39,PAPALOA,Mid Papaloa ,P,U,0,M,,,,,,,0,Unable to confirm ID. Seems to be T22 and MP9. On left side there seems to be something distal from the shoulder see photos. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:40,gpuig_santana@nps.gov_nps,6/21/2021 20:49,,,Y,ab0dc326-6bea-481c-935e-039d1822ecb0,-156.9826106,21.19798973
221,15,6/21/2021 19:50,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:50,PAPALOA,Mid Papaloa ,A,F,0,M,RL04,,,,,,0,Mom and pup are being chased by unknown male. Both mom and pup are vocalizing. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:51,gpuig_santana@nps.gov_nps,6/21/2021 20:49,,,Y,d5496f21-9a76-47cd-98fb-eb0a4633a72f,-156.9818938,21.19882666
222,15,6/21/2021 19:51,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:51,PAPALOA,Mid Papaloa ,P,U,0,M,RP50,MP6,,,,,0,Mom and pup are being chased by unknown male. Both mom and pup are vocalizing. ****Unable to tell apart with RP40. ,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:52,gpuig_santana@nps.gov_nps,4/26/2022 18:12,,,Y,9d26fd77-e60f-480d-b9c9-3c33ad3a9b7e,-156.9818938,21.19882666
223,15,6/21/2021 19:52,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:52,PAPALOA,North Papaloa,A,F,0,M,RK48,,,,,,0,Sleeping along shoreline,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:53,gpuig_santana@nps.gov_nps,6/21/2021 19:53,,,Y,68eb4437-f2bf-429b-8a9e-e5a36f58bec9,-156.9813123,21.19911658
224,15,6/21/2021 19:53,GPS,Glauco Antonio Puig-Santana,6/21/2021 19:54,PAPALOA,North Papaloa,P,U,0,M,RP26,MP10,,,,,0,Sleeping along shoreline,Y,gpuig_santana@nps.gov_nps,6/21/2021 19:54,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,Y,79cea482-c5fb-4d8f-9cb2-7edc0de8289b,-156.9813123,21.19911658
225,15,6/21/2021 20:13,GPS,Glauco Antonio Puig-Santana,6/21/2021 20:14,ILIOPII,North Iliopii,A,M,0,M,RF42,,,,,,0,Swimming along shoreline ,Y,gpuig_santana@nps.gov_nps,6/21/2021 20:14,gpuig_santana@nps.gov_nps,6/21/2021 20:14,,,N,ff3b3b4a-c831-449b-9ec2-737d33aec85f,-156.9798759,21.2056968
226,15,6/28/2021 19:28,GPS,Glauco Antonio Puig-Santana,6/28/2021 19:28,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",In Shallow pool,W ,M,0,M,RP88,MP3,,,,,0,Moving slowly in shallow pool as it picks up rocks from the bottom. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 19:29,gpuig_santana@nps.gov_nps,4/26/2022 18:16,,,N,e68f5a33-04e5-4937-9fa0-238ce44829f0,-156.9849552,21.19118436
227,15,6/28/2021 19:34,GPS,Glauco Antonio Puig-Santana,6/28/2021 19:34,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On Northern part along a rocky cove,A,F,0,M,RN18,,,,,,0,Resting on shallow rocky cove. Both very vocal. Pup attempting to feed. Pit scar observed on left shoulder area for adult female. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 19:36,gpuig_santana@nps.gov_nps,6/28/2021 19:36,,,Y,2a97465e-5166-4920-bac0-0161cd83d5f7,-156.984801,21.19204603
228,15,6/28/2021 19:36,GPS,Glauco Antonio Puig-Santana,6/28/2021 19:37,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On Rocky cove on the North Side ,P,U,0,M,RP92,MP11,,,,,0,Resting on shallow rocky cove. Both very vocal. Pup attempting to feed. Pit scar observed on left shoulder area for adult female. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 19:37,gpuig_santana@nps.gov_nps,4/26/2022 18:19,,,Y,ce7a60b0-78da-40eb-ac90-e82c358ea644,-156.984801,21.19204603
229,15,6/28/2021 19:53,GPS,Glauco Antonio Puig-Santana,6/28/2021 19:53,PAPALOA,Mid Papaloa ,A,F,1,M,RA32,,,,,,0,Resting along the shoreline. Pup is nursing ,Y,gpuig_santana@nps.gov_nps,6/28/2021 19:54,gpuig_santana@nps.gov_nps,6/28/2021 19:54,,,Y,bf41984c-6950-49af-8079-fa42186bd18a,-156.9829614,21.19683213
230,15,6/28/2021 19:54,GPS,Glauco Antonio Puig-Santana,6/28/2021 19:54,PAPALOA,Mid Papaloa ,P,U,1,M,RP84,MP12,,,,,0,Resting along the shoreline. Pup is nursing ,Y,gpuig_santana@nps.gov_nps,6/28/2021 19:55,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,Y,74e08ddf-8331-4342-bc18-a15ae332a243,-156.9829614,21.19683213
231,15,6/28/2021 20:01,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:01,PAPALOA,Mid Papaloa ,W ,M,1,M,,MP1,None,,,,0,Sleeping on rocks. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:01,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,208834b6-8ea8-44f9-a000-4954c9096a2d,-156.9828812,21.19794322
232,15,6/28/2021 20:03,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:03,PAPALOA,Mid Papaloa ,W ,M,0,M,RP70,MP2,P71,R,R,,0,Sleeping on rocks. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:04,gpuig_santana@nps.gov_nps,4/26/2022 18:18,21.19802188,-156.9828304,N,1039c415-0069-4c56-8730-0d279215f3bc,-156.9828159,21.19801846
233,15,6/28/2021 20:21,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:21,PAPALOA,North Papaloa ,A,F,0,M,RA10,,,,,,0,Resting in shallow pool. Unable to see bleach marks of “7” on pup. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:22,gpuig_santana@nps.gov_nps,6/28/2021 20:22,21.19862584,-156.9819765,Y,bf861576-3f7f-4321-9b43-913c2ee7dea9,-156.9819621,21.19862242
234,15,6/28/2021 20:22,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:22,PAPALOA,North Papaloa ,P,M,0,F,RP40,MP7,,,,,0,Resting in shallow pool. Unable to see bleach marks of “7” on pup. ****Unable to tell apart with RP50.,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:23,gpuig_santana@nps.gov_nps,4/26/2022 18:06,21.19862584,-156.9819765,Y,bb92ae9c-409a-46d2-9f9b-7ed11067378d,-156.9819621,21.19862242
235,15,6/28/2021 20:27,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:27,PAPALOA,North Papaloa ,A,F,1,M,RT22,,T23,R,R,,0,Sleeping in shallow pool. Pup is a male. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:28,gpuig_santana@nps.gov_nps,6/28/2021 20:28,21.1991513,-156.9817476,Y,3451bf8b-2fc5-4184-bc52-1a7b328378e3,-156.9817332,21.19914788
236,15,6/28/2021 20:28,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:28,PAPALOA,North Papaloa ,P,M,1,M,RP36,MP9,,,,,0,Sleeping in shallow pool. Pup is a male. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:29,gpuig_santana@nps.gov_nps,4/26/2022 18:03,,,Y,38739a8c-06a3-4581-a726-5cb3ff8e7553,-156.9817332,21.19914788
237,15,6/28/2021 20:39,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:39,PAPALOA,Mid Papaloa ,A,F,1,M,RL04,,,,,,0,Sleeping along shoreline. Scar observed on the top of the head. Unable to see bleach mark on pup. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:40,gpuig_santana@nps.gov_nps,6/28/2021 20:42,,,Y,ed76db7e-22cf-4b09-a631-6f37b81571c1,-156.9829043,21.19613858
238,15,6/28/2021 20:41,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:41,PAPALOA,Mid Papaloa ,P,M,0,M,RP50,MP6,,,,,0,Sleeping along shoreline. Scar observed on the top of the head. Unable to see bleach mark on pup. ****Unable to tell apart with RP40. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:42,gpuig_santana@nps.gov_nps,4/26/2022 18:12,,,Y,e2e1ffc8-da41-4f9f-bb00-e48cff88748b,-156.9829043,21.19613858
239,15,6/28/2021 20:52,GPS,Glauco Antonio Puig-Santana,6/28/2021 20:52,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",Swimming 30 meters from rocky shoreline. ,A,F,0,M,RK48,,,,,,0,Swimming 30 meters from shoreline. They were observed on the rocks 15 minutes ago. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 20:54,gpuig_santana@nps.gov_nps,6/28/2021 20:54,,,Y,b80d9766-82e3-4c4f-9526-adf65de30bd8,-156.9818408,21.20007069
240,15,6/28/2021 21:40,GPS,Glauco Antonio Puig-Santana,6/28/2021 21:40,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",,P,U,0,M,RP26,MP10,,,,,0,Swimming 30 meters along the shoreline. ,Y,gpuig_santana@nps.gov_nps,6/28/2021 21:41,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,Y,b1fe9ccb-b5bf-4466-b583-97967b2cda9d,-156.9818408,21.20007069
241,15,7/1/2021 19:21,GPS,Glauco Antonio Puig-Santana,7/1/2021 19:21,ILIOPII,north ILLIOPII,A,M,1,M,R320,,,,,,0,Sleeping along shorline ,Y,gpuig_santana@nps.gov_nps,7/1/2021 19:24,gpuig_santana@nps.gov_nps,7/1/2021 19:24,,,N,b61ba190-ee07-4c96-9a18-7781b5419107,-156.9799854,21.20584875
242,15,7/1/2021 19:27,GPS,Glauco Antonio Puig-Santana,7/1/2021 19:27,ILIOPII,North Iliopii,A,M,0,M,RF42,,,,R,,0,Swam along shoreline forwards R320 and proceeded to aggressively move him up the beach,N,gpuig_santana@nps.gov_nps,7/1/2021 19:29,gpuig_santana@nps.gov_nps,7/1/2021 19:29,,,N,8c18da81-e864-461b-b621-c3067f39be36,-156.9799899,21.2057994
243,15,7/1/2021 19:57,Oth,Glauco Antonio Puig-Santana,7/1/2021 19:57,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",Southern part of Ocean View,A,F,0,M,RK48,,K48,L,R,,0,Sleeping on rocky cove. Pup is a male.,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:02,gpuig_santana@nps.gov_nps,7/1/2021 20:02,,,Y,67d08b40-4436-4487-99c5-686c290e21af,-156.9814133,21.19950157
244,15,7/1/2021 20:03,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:03,"KALAEMILO PT. (OCEAN VIEW), KALAUPAPA",Southern Part of Ocean View,P,M,0,M,RP26,MP10,,,,,0,Sleepin in rocky cove. Pup is male,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:05,gpuig_santana@nps.gov_nps,4/26/2022 18:20,,,Y,a3db00b9-45db-4fa1-83d7-8929ea8a004c,-156.9814135,21.19950122
245,15,7/1/2021 20:13,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:14,PAPALOA,North Papaloa ,A,F,1,M,RT22,,,,,,0,sleeping on rocky outcrop,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:17,gpuig_santana@nps.gov_nps,7/1/2021 20:17,,,Y,a92f4ca7-21a1-4230-bdb2-535d2f575099,-156.9819083,21.19905916
246,15,7/1/2021 20:17,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:18,PAPALOA,North Papaloa,P,M,1,M,RP36,MP9,,,,,0,Sleeping along rocky outcrop,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:19,gpuig_santana@nps.gov_nps,4/26/2022 18:03,,,N,37663af4-9112-4499-bac9-7651f578af27,-156.9819078,21.19905905
247,15,7/1/2021 20:24,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:24,PAPALOA,Mid Papaloa,W ,M,0,M,,MP,,,,,0,Sleeping in the water belly up. No tags or bleach visible possibly MP1 MP6 or MP7,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:25,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,84a0b33a-0296-45f8-817a-5070bba0b61b,-156.9823734,21.19814352
248,15,7/1/2021 20:34,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:35,PAPALOA,Mid Papaloa,W ,M,1,M,,MP1,None,,,,0,Sleeping on rocks . Bleach tag present ,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:36,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,ab576e26-52b8-4ea7-8c54-d6cf497c819d,-156.9826556,21.197997
249,15,7/1/2021 20:36,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:36,PAPALOA,Mid Papaloa ,W ,M,0,M,,MP,,,,,0,Male no tags possibly MP7 or MP6,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:37,gpuig_santana@nps.gov_nps,7/1/2021 20:37,,,N,8614d344-ea9e-4a7d-80d5-18821f3724f9,-156.9828146,21.1977019
250,15,7/1/2021 20:37,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:38,PAPALOA,Mid Papaloa ,W ,M,1,M,RP70,MP2,,,,,0,sleeping on rocks ,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:39,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,N,6634a378-f5ae-46a5-bafa-4ad4ae38a450,-156.9829122,21.19771712
251,15,7/1/2021 20:43,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:43,PAPALOA,Mid Papaloa,A,F,1,M,RA32,,,,,,0,Sleeping along rocky shore,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:44,gpuig_santana@nps.gov_nps,7/1/2021 20:44,,,Y,7b855eff-3447-4378-af75-929617e39105,-156.9829996,21.19678079
252,15,7/1/2021 20:45,GPS,Glauco Antonio Puig-Santana,7/1/2021 20:45,PAPALOA,Mid Papaloa,P,U,1,M,RP84,MP12,,,,,0,Sleepin on rocky outcrop,Y,gpuig_santana@nps.gov_nps,7/1/2021 20:46,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,Y,554196ab-afad-44d6-8221-be5cd2da2c29,-156.9829999,21.19678123
253,15,7/1/2021 21:02,GPS,Glauco Antonio Puig-Santana,7/1/2021 21:02,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",North Side near rocky cove ,A,F,1,M,RN18,,,,,,0,Sleeping on rocky cove,Y,gpuig_santana@nps.gov_nps,7/1/2021 21:03,gpuig_santana@nps.gov_nps,7/1/2021 21:03,,,Y,b38112ca-9551-430a-bad1-952f63f11bd3,-156.984683,21.19208887
254,15,7/1/2021 21:03,GPS,Glauco Antonio Puig-Santana,7/1/2021 21:03,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",North Side of Carpenters ,P,U,1,M,RP92,MP11,,,,,0,Sleeping along shore. Pop ventral shots taken looks like a female.,Y,gpuig_santana@nps.gov_nps,7/1/2021 21:05,gpuig_santana@nps.gov_nps,4/26/2022 18:19,,,Y,8b2be56f-1c7b-462c-9f32-bca71bced834,-156.9846821,21.19208612
255,15,7/1/2021 21:12,GPS,Glauco Antonio Puig-Santana,7/1/2021 21:12,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",In Rocky Cove,A,M,0,M,RK50,,,,,,1,Sleeping in rocky cove. Tags present large bleach mark on left side.,Y,gpuig_santana@nps.gov_nps,7/1/2021 21:13,gpuig_santana@nps.gov_nps,7/1/2021 21:13,,,N,df7461b2-7653-478a-bbd8-32846a7dce0d,-156.9848964,21.19138367
256,15,7/1/2021 21:13,GPS,Glauco Antonio Puig-Santana,7/1/2021 21:13,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",In Rocky Cove ,W ,M,0,M,RP88,MP3,,,,,0,Sleeping in rocky cove ,Y,gpuig_santana@nps.gov_nps,7/1/2021 21:14,gpuig_santana@nps.gov_nps,4/26/2022 18:16,,,N,48f8b6fa-9332-4ab1-bee7-e8cc8b2464c0,-156.984866,21.19141925
257,15,7/6/2021 23:19,GPS,Glauco Antonio Puig-Santana,7/6/2021 23:19,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On Sandy Cove,A,M,1,M,RP88,MP3,P88,L,R,,0,Sleeping along shoreline ,Y,gpuig_santana@nps.gov_nps,7/6/2021 23:21,gpuig_santana@nps.gov_nps,7/6/2021 23:21,21.19150667,-156.984845,N,a2a3e5bf-84ac-4ff0-9dae-35f4b9a15b0b,-156.9848306,21.19150325
258,15,7/6/2021 23:30,GPS,Glauco Antonio Puig-Santana,7/6/2021 23:30,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On rocky cove on North end ,A,F,1,M,RN18,,,,R,,1,"Sleeping along rocky cove. Pup was bleached as """"11""""",Y,gpuig_santana@nps.gov_nps,7/6/2021 23:36,gpuig_santana@nps.gov_nps,7/6/2021 23:36,,,Y,2cd1525f-a9c0-4fd6-8825-96da9ee3cd25,-156.9847708,21.19205249
259,15,7/6/2021 23:36,GPS,Glauco Antonio Puig-Santana,7/6/2021 23:36,"KAHIKILO (CARPENTERS) BEACH, KALAUPAPA",On rocky cove in Northern Section,P,U,1,M,RP92,MP11,,,,,,"Sleeping and nursing along rocky cove. Pup has been bleached """"11"""" on mid shoulder and caudal.",Y,gpuig_santana@nps.gov_nps,7/6/2021 23:38,gpuig_santana@nps.gov_nps,4/26/2022 18:19,,,Y,fb386965-da40-48f6-aedc-3fd46970942f,-156.9847722,21.19205565
260,15,7/6/2021 23:58,GPS,Glauco Antonio Puig-Santana,7/6/2021 23:59,PAPALOA,South Papaloa ,W ,M,1,M,,,,,,,0,Sleeping along shore. Unable to tell if it is MP6 or MP7. No tags or bleach Marks. ,Y,gpuig_santana@nps.gov_nps,7/7/2021 0:01,gpuig_santana@nps.gov_nps,7/7/2021 0:01,,,N,771efcd7-975b-4323-8118-9c6b08421e86,-156.9835203,21.19312971
261,15,7/7/2021 0:08,GPS,Glauco Antonio Puig-Santana,7/7/2021 0:08,PAPALOA,Mid Papaloa ,A,F,0,M,RA32,,,,,,0,Sleeping along shoreline.,Y,gpuig_santana@nps.gov_nps,7/7/2021 0:10,gpuig_santana@nps.gov_nps,7/7/2021 0:10,,,Y,bcb47e53-c77d-4aac-a848-5bb696944038,-156.9830486,21.19705361
262,15,7/7/2021 0:10,GPS,Glauco Antonio Puig-Santana,7/7/2021 0:10,PAPALOA,Mid Papaloa ,P,U,0,M,RP84,MP12,,,,,0,Sleeping along shoreline ,Y,gpuig_santana@nps.gov_nps,7/7/2021 0:12,gpuig_santana@nps.gov_nps,4/26/2022 18:18,,,Y,9c057121-67f7-409c-b06b-603896dbe0dc,-156.9830483,21.19705493
263,15,7/7/2021 0:16,GPS,Glauco Antonio Puig-Santana,7/7/2021 0:16,PAPALOA,Mid Papaloa,W ,M,0,M,RP70,MP2,P70,L,R,,0,Sleeping in shallow water.,Y,gpuig_santana@nps.gov_nps,7/7/2021 0:18,gpuig_santana@nps.gov_nps,7/7/2021 0:18,,,N,739faea7-c9f9-4eb9-ae8c-89cb0a3ed867,-156.9829102,21.19741385
264,15,7/7/2021 0:18,GPS,Glauco Antonio Puig-Santana,7/7/2021 0:18,PAPALOA,Mid Papaloa,W ,M,0,M,,,,,,,0,Sleeping in shallow water. Unable to tell if pup is MP6 or MP7.,Y,gpuig_santana@nps.gov_nps,7/7/2021 0:20,gpuig_santana@nps.gov_nps,7/7/2021 0:20,,,N,c86dd3db-1a15-4cf8-8f8d-ac5c5c86161b,-156.9828605,21.19748175
265,15,7/7/2021 0:20,GPS,Glauco Antonio Puig-Santana,7/7/2021 0:20,PAPALOA,Mid Papaloa,W ,F,0,M,RP60,MP5,P60,L,R,,0,Sleeping in shallow water.,Y,gpuig_santana@nps.gov_nps,7/7/2021 0:21,gpuig_santana@nps.gov_nps,7/7/2021 0:21,,,N,06685d0f-e550-490b-b371-f8bce9167be7,-156.9827758,21.19759996
266,15,7/7/2021 0:22,GPS,Glauco Antonio Puig-Santana,7/7/2021 0:22,PAPALOA,Mid Papaloa,W ,M,1,M,,MP1,None,,,,0,"Sleeping in shallow water. Bleach rag """"K1"""" observed.",Y,gpuig_santana@nps.gov_nps,7/7/2021 0:23,gpuig_santana@nps.gov_nps,4/26/2022 18:22,,,N,7e3858fd-1f24-4136-b326-62975e02b9ad,-156.9826818,21.19776807
